NAME,SHARES,PERCENTAGE
KEPPEL REIT INVESTMENT PTE LTD ,"1,476,216,367",43.36
CITIBANK NOMINEES SINGAPORE PTE LTD ,"465,643,258",13.68
DBS NOMINEES (PRIVATE) LIMITED,"374,607,161",11
DBSN SERVICES PTE. LTD. ,"138,629,583",4.07
KEPPEL CAPITAL INVESTMENT HOLDINGS PTE LTD ,"132,736,031",3.9
RAFFLES NOMINEES (PTE.) LIMITED ,"102,736,064",3.02
HSBC (SINGAPORE) NOMINEES PTE LTD,"90,810,356",2.67
BPSS NOMINEES SINGAPORE (PTE.) LTD. ,"42,429,302",1.25
UNITED OVERSEAS BANK NOMINEES (PRIVATE) LIMITED ,"19,350,639",0.57
KEPPEL REIT MANAGEMENT LIMITED ,"16,347,681",0.48
PHILLIP SECURITIES PTE LTD ,"10,710,249",0.31
OCBC SECURITIES PRIVATE LIMITED ,"9,050,490",0.27
OCBC NOMINEES SINGAPORE PRIVATE LIMITED ,"8,525,897",0.25
DB NOMINEES (SINGAPORE) PTE LTD ,"7,290,498",0.21
UOB KAY HIAN PRIVATE LIMITED ,"7,280,847",0.21
MERRILL LYNCH (SINGAPORE) PTE. LTD. ,"5,458,614",0.16
NTUC FAIRPRICE CO-OPERATIVE LTD ,"5,439,735",0.16
BNP PARIBAS NOMINEES SINGAPORE PTE. LTD. ,"5,334,745",0.16
ONG KAY ENG ,"5,263,676",0.15
DBS VICKERS SECURITIES (SINGAPORE) PTE LTD ,"5,195,669",0.15
