NAME,SHARES,PERCENTAGE
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"763,819,553",20.72
DBS NOMINEES PRIVATE LIMITED,"591,513,050",16.04
PYRAMEX INVESTMENTS PRIVATE LIMITED,"571,784,814",15.51
DBSN SERVICES PRIVATE LIMITED,"370,470,972",10.05
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"281,722,542",7.64
ALBERT COMPLEX PRIVATE LIMITED,"279,300,000",7.58
PREMIER HEALTHCARE SERVICES INTERNATIONAL PRIVATE LIMITED,"149,052,875",4.04
RAFFLES NOMINEES PRIVATE LIMITED,"132,628,943",3.6
NTUC FAIRPRICE CO-OPERATIVE LIMITED,"92,419,300",2.51
CAPITALAND MALL TRUST MANAGEMENT LIMITED,"48,683,656",1.32
ALPHAPLUS INVESTMENTS PRIVATE LIMITED,"48,127,000",1.31
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"31,629,617",0.86
MERRILL LYNCH SINGAPORE PRIVATE LIMITED,"20,472,396",0.56
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"14,851,047",0.4
DB NOMINEES SINGAPORE PRIVATE LIMITED,"13,417,954",0.36
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"6,515,265",0.18
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"4,864,471",0.13
OCBC SECURITIES PRIVATE LIMITED,"4,389,250",0.12
SOCIETE GENERALE SINGAPORE BRANCH,"4,151,400",0.11
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"3,896,215",0.11
