NAME,SHARES,PERCENTAGE
KENT ASSETS PRIVATE LIMITED,"718,661,000",22.84
DBS NOMINEES PRIVATE LIMITED,"501,953,872",15.96
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"416,645,458",13.24
HBSC SINGAPORE NOMINEES PRIVATE LIMITED,"330,090,828",10.5
SUFFOLK ASSETS PRIVATE LIMITED,"133,086,000",4.23
RAFFLES NOMINEES PRIVATE LIMITED,"128,443,823",4.08
DBSN SERVICES PRIVATE LIMITED,"121,803,221",3.87
MAPLETREE NORTH ASIA COMMERCIAL TRUST MANAGEMENT LIMITED,"114,220,408",3.63
MAPLETREE NORTH ASIA PROPERTY MANAGEMENT LIMITED,"58,475,741",1.86
ABN AMRO CLEARING BANK NV,"34,084,100",1.08
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"32,431,176",1.03
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"28,668,551",0.91
DB NOMINEES SINGAPORE PRIVATE LIMITED,"26,527,951",0.84
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"25,249,300",0.81
UOB KAY HIAN PRIVATE LIMITED,"15,744,300",0.5
NTUC FAIRPRICE CO-OPERATIVE LIMITED,"6,000,000",0.19
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"5,370,000",0.17
