NAME,SHARES,PERCENTAGE
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"1,340,705,017",33.98
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"1,097,167,741",27.81
DBS NOMINEES PRIVATE LIMITED,"456,324,850",11.56
DBSN SERVICES PRIVATE LIMITED,"340,721,716",8.64
RAFFLES NOMINEES PRIVATE LIMITED,"272,989,692",6.92
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"48,672,243",1.23
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"37,561,408",0.95
MERRILL LYNCH SINGAPORE PRIVATE LIMITED,"23,995,239",0.61
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"9,386,100",0.24
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"8,354,100",0.21
UOB KAY HIAN PRIVATE LIMITED,"7,649,600",0.19
SOCIETE GENERALE SINGAPORE BRANCH,"6,224,272",0.16
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"4,705,894",0.12
ABN AMRO CLEARING BANK NV,"4,680,747",0.12
OCBC SECURITIES PRIVATE LIMITED,"4,317,900",0.11
KENYON PRIVATE LIMITED,"4,300,000",0.11
PHILLIP SECURITIES PRIVATE LIMITED,"3,886,248",0.1
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"3,567,632",0.09
LEON LEE SHUNG-FEI,"3,500,000",0.09
DB NOMINEES SINGAPORE PRIVATE LIMITED,"3,252,710",0.08
