NAME,SHARES,PERCENTAGE
MITSUI & COMPANY LIMITED,"2,888,487,400",32.94
PULAU MEMUTIK VENTURES SDN BHD,"2,284,536,356",26.05
CITIGROUP NOMINEES (ASING) SDN BHD,"661,919,938",7.55
CITIGROUP NOMINEES (TEMPATAN) SDN BHD,"579,765,500",6.61
AMANAHRAYA TRUSTEES BERHAD,"526,823,900",6.01
HSBC NOMINEES (ASING) SDN BHD,"193,027,032",2.19
CARTABAN NOMINEES (ASING) SDN BHD,"190,475,375",2.17
DB (MALAYSIA) NOMINEE (ASING) SDN BHD,"144,136,900",1.64
KUMPULAN WANG PERSARAAN (DIPERBADANKAN),"139,752,900",1.59
MAYBANK NOMINEES (TEMPATAN) SDN BHD,"86,705,000",0.99
PERMODALAN NASIONAL BERHAD,"51,622,000",0.59
CARTABAN NOMINEES (TEMPATAN) SDN BHD,"34,876,100",0.4
