NAME,SHARES,PERCENTAGE
HONG LEONG INVESTMENT HOLDINGS PRIVATE LIMITED,"99,608,176",22.34
DBS NOMINEES PRIVATE LIMITED,"26,048,842",5.84
HONG REALTY PRIVATE LIMITED,"23,271,370",5.22
HONG LEONG CORPORATION HOLDINGS PRIVATE LIMITED,"19,685,812",4.42
SGI INVESTMENT HOLDINGS PRIVATE LIMITED,"16,899,187",3.79
GARDEN ESTATES PRIVATE LIMITED,"16,710,670",3.75
HONG LEONG FOUNDATION,"13,854,823",3.11
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"10,890,629",2.44
CITY DEVELOPMENTS LIMITED,"9,149,817",2.05
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"8,379,662",1.88
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"7,194,348",1.61
TUDOR COURT GALLERY PRIVATE LIMITED,"6,517,000",1.46
CHNG GIM HUAT,"5,614,000",1.26
HONG LEONG HOLDINGS LIMITED,"5,460,422",1.23
RAFFLES NOMINEES PRIVATE LIMITED,"4,511,042",1.01
HONG LEONG ENTERPRISES PRIVATE LIMITED,"4,485,047",1.01
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"2,347,658",0.53
MORPH INVESTMENTS LIMITED,"2,060,000",0.46
PHILLIP SECURITIES PRIVATE LIMITED,"2,024,555",0.45
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"1,994,600",0.45
