NAME,SHARES,PERCENTAGE
TEMASEK HOLDINGS PRIVATE LIMITED,"385,189,187",21.19
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"314,398,607",17.3
DBS NOMINEES PRIVATE LIMITED,"226,126,815",12.45
DBSN SERVICES PRIVATE LIMITED,"113,271,708",6.23
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"88,578,995",4.87
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"51,958,823",2.86
RAFFLES NOMINEES PRIVATE LIMITED,"49,073,283",2.7
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"30,281,441",1.67
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"13,493,272",0.74
OCBC SECURITIES PRIVATE LIMITED,"9,085,641",0.5
SHANWOOD DEVELOPMENT PRIVATE LIMITED,"7,040,000",0.39
PHILLIP SECURITIES PRIVATE LIMITED,"6,126,521",0.34
UOB KAY HIAN PRIVATE LIMITED,"5,886,625",0.32
DB NOMINEES SINGAPORE PRIVATE LIMITED,"5,248,353",0.29
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"3,774,906",0.21
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"3,625,575",0.2
CHEN CHUN NAN,"3,618,100",0.2
SOCIETE GENERALE SINGAPORE BRANCH,"3,427,365",0.19
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"3,285,400",0.18
CGS-CIMB SECURITIES SINGAPORE PRIVATE LIMITED,"3,151,583",0.17
