NAME,SHARES,PERCENTAGE
DBS NOMINEES PRIVATE LIMITED,"499,653,378",39.03
RAFFLES NOMINEES PRIVATE LIMITED,"180,536,695",14.1
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"150,381,462",11.75
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"71,819,629",5.61
DBSN SERVICES PRIVATE LIMITED,"63,037,357",4.92
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"54,810,616",4.28
DB NOMINEES SINGAPORE PRIVATE LIMITED,"29,507,443",2.31
CGS-CIMB SECURITIES SINGAPORE PRIVATE LIMITED,"13,686,110",1.07
LIEW CHEE KONG,"6,079,862",0.47
UOB KAY HIAN PRIVATE LIMITED,"5,692,607",0.44
MORGAN STANLEY ASIA SINGAPORE SECURITIES PRIVATE LIMITED,"5,405,446",0.42
PHILLIP SECURITIES PRIVATE LIMITED,"5,060,223",0.4
KGI SECURITIES SINGAPORE PRIVATE LIMITED,"4,254,580",0.33
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"3,913,450",0.31
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"3,864,766",0.3
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"3,401,752",0.27
ABN AMRO CLEARING BANK NV,"3,310,777",0.26
OCBC SECURITIES PRIVATE LIMITED,"3,021,347",0.24
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"2,684,762",0.21
STONE FOREST PRIVATE LIMITED,"2,440,000",0.19
