NAME,SHARES,PERCENTAGE
SEMBCORP INDUSTRIES LIMITED,"1,274,270,764",61.01
DBS NOMINEES PRIVATE LIMITED,"101,274,784",4.85
CITIBANK NOMINEES SINGAPORE PRIVATE LIMITED,"73,660,652",3.53
DBSN SERVICES PRIVATE LIMITED,"35,081,288",1.68
RAFFLES NOMINEES PRIVATE LIMITED,"28,331,585",1.36
UNITED OVERSEAS BANK NOMINEES PRIVATE LIMITED,"27,806,105",1.33
UOB KAY HIAN PRIVATE LIMITED,"20,849,800",1.0
OCBC NOMINEES SINGAPORE PRIVATE LIMITED,"12,150,399",0.58
HSBC SINGAPORE NOMINEES PRIVATE LIMITED,"10,593,580",0.51
TAN KWI KIN,"10,293,210",0.49
DBS VICKERS SECURITIES SINGAPORE PRIVATE LIMITED,"9,792,000",0.47
OCBC SECURITIES PRIVATE LIMITED,"8,599,342",0.41
PHILLIP SECURITIES PRIVATE LIMITED,"8,373,027",0.4
MAYBANK KIM ENG SECURITIES PRIVATE LIMITED,"7,675,703",0.37
BPSS NOMINEES SINGAPORE PRIVATE LIMITED,"7,238,262",0.35
CGS-CIMB SECURITIES SINGAPORE PRIVATE LIMITED,"5,095,901",0.24
LIM & TAN SECURITIES PRIVATE LIMITED,"4,277,330",0.2
IMC COMPANY LIMITED,"4,100,000",0.2
WONG WENG SUN,"3,637,934",0.17
BNP PARIBAS NOMINEES SINGAPORE PRIVATE LIMITED,"3,122,434",0.15
